Country code,country_name,ember_region,target_year,fuel_category,metric,value,source_id,target_type,number_of_updates,collection_year,confidence,g20,g20_exc_3,oecd,asean
CRI,Costa Rica,Latin America and Caribbean,2030,Solar,capacity_total_gw,0.73,96,Explicit,1,2023,Medium,0,0,1,0
CRI,Costa Rica,Latin America and Caribbean,2030,Wind,capacity_total_gw,0.57,96,Explicit,1,2023,Medium,0,0,1,0
CYP,Cyprus,Europe,2030,Bioenergy,capacity_total_gw,0.03,33,Explicit,1,2023,Medium,0,0,0,0
CYP,Cyprus,Europe,2030,Hydro,capacity_total_gw,0,33,Explicit,1,2023,Medium,0,0,0,0
CYP,Cyprus,Europe,2030,Other Renewables,capacity_total_gw,0,33,Explicit,1,2023,Medium,0,0,0,0
CYP,Cyprus,Europe,2030,Solar,capacity_total_gw,0.89,33,Explicit,1,2023,Medium,0,0,0,0
CYP,Cyprus,Europe,2030,Wind,capacity_total_gw,0.17,33,Explicit,1,2023,Medium,0,0,0,0
CYP,Cyprus,Europe,2030,Bioenergy,share_of_generation_pct,2.61,33,Explicit,1,2023,Medium,0,0,0,0
CYP,Cyprus,Europe,2030,Hydro,share_of_generation_pct,0,33,Explicit,1,2023,Medium,0,0,0,0
CYP,Cyprus,Europe,2030,Other Renewables,share_of_generation_pct,0,33,Explicit,1,2023,Medium,0,0,0,0
CYP,Cyprus,Europe,2030,Solar,share_of_generation_pct,24.08,33,Explicit,1,2023,Medium,0,0,0,0
CYP,Cyprus,Europe,2030,Wind,share_of_generation_pct,4.41,33,Explicit,1,2023,Medium,0,0,0,0
CZE,Czechia,Europe,2030,Bioenergy,capacity_total_gw,1.6,127,Explicit,1,2023,Medium,0,0,1,0
CZE,Czechia,Europe,2030,Hydro,capacity_total_gw,1.11,127,Explicit,1,2023,Medium,0,0,1,0
CZE,Czechia,Europe,2030,Solar,capacity_total_gw,10.1,127,Explicit,1,2023,Medium,0,0,1,0
CZE,Czechia,Europe,2030,Wind,capacity_total_gw,1.5,127,Explicit,1,2023,Medium,0,0,1,0
DNK,Denmark,Europe,2030,Bioenergy,capacity_total_gw,1.77,187,Explicit,2,2024,High,0,0,1,0
DNK,Denmark,Europe,2030,Hydro,capacity_total_gw,0.01,187,Explicit,2,2024,High,0,0,1,0
DNK,Denmark,Europe,2030,Offshore Wind,capacity_total_gw,11.3,32,Explicit,1,2023,Medium,0,0,1,0
DNK,Denmark,Europe,2030,Offshore Wind,capacity_total_gw,7.7,187,Explicit,2,2024,High,0,0,1,0
DNK,Denmark,Europe,2030,Onshore Wind,capacity_total_gw,5.9,32,Explicit,1,2023,Medium,0,0,1,0
DNK,Denmark,Europe,2030,Onshore Wind,capacity_total_gw,5.7,187,Explicit,2,2024,High,0,0,1,0
DNK,Denmark,Europe,2030,Other Renewables,capacity_total_gw,0.1,187,Explicit,2,2024,High,0,0,1,0
DNK,Denmark,Europe,2030,Solar,capacity_total_gw,11.7,32,Explicit,1,2023,Medium,0,0,1,0
DNK,Denmark,Europe,2030,Solar,capacity_total_gw,17.79,187,Explicit,2,2024,High,0,0,1,0
DNK,Denmark,Europe,2030,Bioenergy,share_of_generation_pct,5.96,32,Explicit,1,2023,Medium,0,0,1,0
DNK,Denmark,Europe,2030,Bioenergy,share_of_generation_pct,5.96,32,Explicit,2,2023,Medium,0,0,1,0
DNK,Denmark,Europe,2030,Hydro,share_of_generation_pct,0.02,32,Explicit,1,2023,Medium,0,0,1,0
DNK,Denmark,Europe,2030,Hydro,share_of_generation_pct,0.02,187,Explicit,2,2024,High,0,0,1,0
DNK,Denmark,Europe,2030,Other Renewables,share_of_generation_pct,0.79,32,Explicit,1,2023,Medium,0,0,1,0
DNK,Denmark,Europe,2030,Other Renewables,share_of_generation_pct,9.45,187,Explicit,2,2024,High,0,0,1,0
DNK,Denmark,Europe,2030,Solar,share_of_generation_pct,22.58,32,Explicit,1,2023,Medium,0,0,1,0
DNK,Denmark,Europe,2030,Solar,share_of_generation_pct,34.76,187,Explicit,2,2024,High,0,0,1,0
DNK,Denmark,Europe,2030,Wind,share_of_generation_pct,69.97,32,Explicit,1,2023,Medium,0,0,1,0
DNK,Denmark,Europe,2030,Wind,share_of_generation_pct,54.97,187,Explicit,2,2024,High,0,0,1,0
DZA,Algeria,Africa,2030,Bioenergy,capacity_total_gw,1.4,138,Explicit,1,2024,Medium,0,0,0,0
DZA,Algeria,Africa,2030,Other Renewables,capacity_total_gw,0.01,138,Explicit,1,2024,Medium,0,0,0,0
DZA,Algeria,Africa,2030,Solar,capacity_total_gw,15.57,138,Explicit,1,2024,Medium,0,0,0,0
DZA,Algeria,Africa,2030,Wind,capacity_total_gw,5.01,138,Explicit,1,2024,Medium,0,0,0,0
DZA,Algeria,Africa,2030,Renewables,share_of_generation_pct,27,138,Explicit,1,2024,Medium,0,0,0,0
ECU,Ecuador,Latin America and Caribbean,2030,Hydro,capacity_total_gw,2.44,157,Explicit,1,2024,Medium,0,0,0,0
ECU,Ecuador,Latin America and Caribbean,2030,Other Renewables,capacity_total_gw,1.49,157,Explicit,1,2024,Medium,0,0,0,0
ECU,Ecuador,Latin America and Caribbean,2030,Solar,capacity_total_gw,0.2,157,Explicit,1,2024,Medium,0,0,0,0
ECU,Ecuador,Latin America and Caribbean,2030,Wind,capacity_total_gw,0.16,157,Explicit,1,2024,Medium,0,0,0,0
ECU,Ecuador,Latin America and Caribbean,2030,Hydro,share_of_generation_pct,60.17,157,No target,1,2024,Medium,0,0,0,0
ECU,Ecuador,Latin America and Caribbean,2030,Other Renewables,share_of_generation_pct,21.95,157,No target,1,2024,Medium,0,0,0,0
ECU,Ecuador,Latin America and Caribbean,2030,Solar,share_of_generation_pct,0.98,157,No target,1,2024,Medium,0,0,0,0
ECU,Ecuador,Latin America and Caribbean,2030,Wind,share_of_generation_pct,1.85,157,No target,1,2024,Medium,0,0,0,0
EGY,Egypt,Africa,2030,Solar,capacity_total_gw,7,65,Implicit,1,2023,Low,0,0,0,0
EGY,Egypt,Africa,2030,Wind,capacity_total_gw,7,65,Implicit,1,2023,Low,0,0,0,0
EGY,Egypt,Africa,2030,Solar,share_of_generation_pct,5,65,Explicit,1,2023,Low,0,0,0,0
EGY,Egypt,Africa,2030,Wind,share_of_generation_pct,8,65,Explicit,1,2023,Low,0,0,0,0
ESP,Spain,Europe,2030,Bioenergy,capacity_total_gw,1.85,31,Explicit,1,2023,Medium,0,0,1,0
ESP,Spain,Europe,2030,Hydro,capacity_total_gw,14.51,31,Explicit,1,2023,Medium,0,0,1,0
ESP,Spain,Europe,2030,Onshore Wind,capacity_total_gw,59.04,31,Explicit,1,2023,Medium,0,0,1,0
ESP,Spain,Europe,2030,Other Renewables,capacity_total_gw,0.52,31,Explicit,1,2023,Medium,0,0,1,0
ESP,Spain,Europe,2030,Solar,capacity_total_gw,81.19,31,Explicit,1,2023,Medium,0,0,1,0
ESP,Spain,Europe,2030,Bioenergy,share_of_generation_pct,2.63,31,Explicit,1,2023,Medium,0,0,1,0
ESP,Spain,Europe,2030,Hydro,share_of_generation_pct,9.04,31,Explicit,1,2023,Medium,0,0,1,0
ESP,Spain,Europe,2030,Other Renewables,share_of_generation_pct,3.58,31,Explicit,1,2023,Medium,0,0,1,0
ESP,Spain,Europe,2030,Solar,share_of_generation_pct,30.44,31,Explicit,1,2023,Medium,0,0,1,0
ESP,Spain,Europe,2030,Wind,share_of_generation_pct,32.2,31,Explicit,1,2023,Medium,0,0,1,0
ESP,Spain,Europe,2030,Bioenergy,capacity_total_gw,1.85,197,Explicit,2,2024,Medium,0,0,1,0
ESP,Spain,Europe,2030,Hydro,capacity_total_gw,14.51,197,Explicit,2,2024,Medium,0,0,1,0
ESP,Spain,Europe,2030,Offshore Wind,capacity_total_gw,3,31,Explicit,1,2023,Medium,0,0,1,0
ESP,Spain,Europe,2030,Offshore Wind,capacity_total_gw,3,31,Explicit,2,2023,Medium,0,0,1,0
ESP,Spain,Europe,2030,Other Renewables,capacity_total_gw,4.81,197,Explicit,2,2024,Medium,0,0,1,0
ESP,Spain,Europe,2030,Solar,capacity_total_gw,95.35,197,Explicit,2,2024,Medium,0,0,1,0
ESP,Spain,Europe,2030,Wind,capacity_total_gw,62.05,197,Explicit,2,2024,Medium,0,0,1,0
ESP,Spain,Europe,2030,Bioenergy,share_of_generation_pct,2.69,197,Explicit,2,2024,Medium,0,0,1,0
ESP,Spain,Europe,2030,Hydro,share_of_generation_pct,7.24,197,Explicit,2,2024,Medium,0,0,1,0
ESP,Spain,Europe,2030,Other Renewables,share_of_generation_pct,3.56,197,Explicit,2,2024,Medium,0,0,1,0
ESP,Spain,Europe,2030,Solar,share_of_generation_pct,34.81,197,Explicit,2,2024,Medium,0,0,1,0
ESP,Spain,Europe,2030,Wind,share_of_generation_pct,32.75,197,Explicit,2,2024,Medium,0,0,1,0
EST,Estonia,Europe,2030,Bioenergy,capacity_total_gw,0.37,80,Explicit,1,2023,Medium,0,0,1,0
EST,Estonia,Europe,2030,Hydro,capacity_total_gw,0.01,80,Explicit,1,2023,Medium,0,0,1,0
EST,Estonia,Europe,2030,Offshore Wind,capacity_total_gw,1,80,Explicit,1,2023,Medium,0,0,1,0
EST,Estonia,Europe,2030,Onshore Wind,capacity_total_gw,1.31,80,Explicit,1,2023,Medium,0,0,1,0
EST,Estonia,Europe,2030,Solar,capacity_total_gw,1.2,80,Explicit,1,2023,Medium,0,0,1,0
EST,Estonia,Europe,2030,Bioenergy,share_of_generation_pct,16.38,80,Explicit,1,2023,Medium,0,0,1,0
EST,Estonia,Europe,2030,Hydro,share_of_generation_pct,0.27,80,Explicit,1,2023,Medium,0,0,1,0
EST,Estonia,Europe,2030,Offshore Wind,share_of_generation_pct,39.5,80,Explicit,1,2023,Medium,0,0,1,0
EST,Estonia,Europe,2030,Onshore Wind,share_of_generation_pct,33.22,80,Explicit,1,2023,Medium,0,0,1,0
EST,Estonia,Europe,2030,Solar,share_of_generation_pct,10.63,80,Explicit,1,2023,Medium,0,0,1,0
ETH,Ethiopia,Africa,2030,Hydro,capacity_total_gw,16.86,177,Explicit,1,2024,High,0,0,0,0
ETH,Ethiopia,Africa,2030,Other Renewables,capacity_total_gw,2.41,177,Explicit,1,2024,High,0,0,0,0
ETH,Ethiopia,Africa,2030,Solar,capacity_total_gw,2.41,177,Explicit,1,2024,High,0,0,0,0
ETH,Ethiopia,Africa,2030,Wind,capacity_total_gw,2.41,177,Explicit,1,2024,High,0,0,0,0
FIN,Finland,Europe,2030,Bioenergy,capacity_total_gw,2.45,101,Explicit,1,2023,Medium,0,0,1,0
FIN,Finland,Europe,2030,Bioenergy,capacity_total_gw,2.45,101,Explicit,2,2023,Medium,0,0,1,0
FIN,Finland,Europe,2030,Hydro,capacity_total_gw,3.2,42,Explicit,1,2023,Medium,0,0,1,0
FIN,Finland,Europe,2030,Hydro,capacity_total_gw,3.2,188,Explicit,2,2024,High,0,0,1,0
FIN,Finland,Europe,2030,Offshore Wind,capacity_total_gw,1,188,Explicit,2,2024,High,0,0,1,0
FIN,Finland,Europe,2030,Onshore Wind,capacity_total_gw,9,188,Explicit,2,2024,High,0,0,1,0
FIN,Finland,Europe,2030,Solar,capacity_total_gw,2.8,42,Explicit,1,2023,Medium,0,0,1,0
FIN,Finland,Europe,2030,Solar,capacity_total_gw,5.8,188,Explicit,2,2024,High,0,0,1,0
FIN,Finland,Europe,2030,Wind,capacity_total_gw,7.2,42,Explicit,1,2023,Medium,0,0,1,0
FIN,Finland,Europe,2030,Wind,capacity_total_gw,7.2,42,Explicit,2,2023,Medium,0,0,1,0
FIN,Finland,Europe,2030,Hydro,share_of_generation_pct,13.65,188,Explicit,2,2024,High,0,0,1,0
FIN,Finland,Europe,2030,Other Renewables,share_of_generation_pct,13.29,188,Explicit,2,2024,High,0,0,1,0
FIN,Finland,Europe,2030,Solar,share_of_generation_pct,5.06,188,Explicit,2,2024,High,0,0,1,0
FIN,Finland,Europe,2030,Wind,share_of_generation_pct,31.3,188,Explicit,2,2024,High,0,0,1,0
GEO,Georgia,Asia,2030,Hydro,capacity_total_gw,3.99,159,Explicit,1,2024,High,0,0,0,0
GEO,Georgia,Asia,2030,Solar,capacity_total_gw,0.55,159,Explicit,1,2024,High,0,0,0,0
GEO,Georgia,Asia,2030,Wind,capacity_total_gw,0.75,159,Explicit,1,2024,High,0,0,0,0
GEO,Georgia,Asia,2030,Hydro,share_of_generation_pct,62.91,159,Explicit,1,2024,High,0,0,0,0
GEO,Georgia,Asia,2030,Solar,share_of_generation_pct,4.97,159,Explicit,1,2024,High,0,0,0,0
GEO,Georgia,Asia,2030,Wind,share_of_generation_pct,15.69,159,Explicit,1,2024,High,0,0,0,0
GHA,Ghana,Africa,2030,Bioenergy,capacity_total_gw,0.12,170,Explicit,1,2024,Medium,0,0,0,0
GHA,Ghana,Africa,2030,Hydro,capacity_total_gw,0.15,170,Explicit,1,2024,Medium,0,0,0,0
GHA,Ghana,Africa,2030,Other Renewables,capacity_total_gw,0.05,170,Explicit,1,2024,Medium,0,0,0,0
GHA,Ghana,Africa,2030,Solar,capacity_total_gw,0.75,170,Explicit,1,2024,Medium,0,0,0,0
GHA,Ghana,Africa,2030,Wind,capacity_total_gw,0.33,170,Explicit,1,2024,Medium,0,0,0,0
GRC,Greece,Europe,2030,Hydro,capacity_total_gw,4,129,Explicit,1,2023,Low,0,0,1,0
GRC,Greece,Europe,2030,Offshore Wind,capacity_total_gw,2,129,Explicit,1,2023,Low,0,0,1,0
GRC,Greece,Europe,2030,Onshore Wind,capacity_total_gw,8,129,Explicit,1,2023,Low,0,0,1,0
GRC,Greece,Europe,2030,Other Renewables,capacity_total_gw,1,129,Explicit,1,2023,Low,0,0,1,0
GRC,Greece,Europe,2030,Solar,capacity_total_gw,13,129,Explicit,1,2023,Low,0,0,1,0
GRC,Greece,Europe,2030,Hydro,share_of_generation_pct,10.77,129,Explicit,1,2023,Low,0,0,1,0
GRC,Greece,Europe,2030,Offshore Wind,share_of_generation_pct,9.23,129,Explicit,1,2023,Low,0,0,1,0
GRC,Greece,Europe,2030,Onshore Wind,share_of_generation_pct,29.23,129,Explicit,1,2023,Low,0,0,1,0
GRC,Greece,Europe,2030,Other Renewables,share_of_generation_pct,3.08,129,Explicit,1,2023,Low,0,0,1,0
GRC,Greece,Europe,2030,Solar,share_of_generation_pct,29.23,129,Explicit,1,2023,Low,0,0,1,0
HRV,Croatia,Europe,2030,Bioenergy,capacity_total_gw,0.2,47,Explicit,1,2023,Medium,0,0,0,0
HRV,Croatia,Europe,2030,Hydro,capacity_total_gw,2.39,47,Explicit,1,2023,Medium,0,0,0,0
HRV,Croatia,Europe,2030,Other Renewables,capacity_total_gw,0.07,47,Explicit,1,2023,Medium,0,0,0,0
HRV,Croatia,Europe,2030,Solar,capacity_total_gw,0.96,47,Explicit,1,2023,Medium,0,0,0,0
HRV,Croatia,Europe,2030,Wind,capacity_total_gw,2.56,47,Explicit,1,2023,Medium,0,0,0,0
HRV,Croatia,Europe,2030,Bioenergy,share_of_generation_pct,8.51,47,Explicit,1,2023,Medium,0,0,0,0
HRV,Croatia,Europe,2030,Hydro,share_of_generation_pct,32.05,47,Explicit,1,2023,Medium,0,0,0,0
HRV,Croatia,Europe,2030,Other Renewables,share_of_generation_pct,3.16,47,Explicit,1,2023,Medium,0,0,0,0
HRV,Croatia,Europe,2030,Solar,share_of_generation_pct,4.84,47,Explicit,1,2023,Medium,0,0,0,0
HRV,Croatia,Europe,2030,Wind,share_of_generation_pct,29.47,47,Explicit,1,2023,Medium,0,0,0,0
HUN,Hungary,Europe,2030,Bioenergy,capacity_total_gw,0.09,79,Explicit,1,2023,Medium,0,0,1,0
HUN,Hungary,Europe,2030,Hydro,capacity_total_gw,0.06,79,Explicit,1,2023,Medium,0,0,1,0
HUN,Hungary,Europe,2030,Other Renewables,capacity_total_gw,0.05,79,Explicit,1,2023,Medium,0,0,1,0
HUN,Hungary,Europe,2030,Solar,capacity_total_gw,12,79,Explicit,1,2023,Medium,0,0,1,0
HUN,Hungary,Europe,2030,Wind,capacity_total_gw,1.08,79,Explicit,1,2023,Medium,0,0,1,0
HUN,Hungary,Europe,2030,Bioenergy,share_of_generation_pct,0.17,79,Explicit,1,2023,Medium,0,0,1,0
HUN,Hungary,Europe,2030,Hydro,share_of_generation_pct,0.45,79,Explicit,1,2023,Medium,0,0,1,0
HUN,Hungary,Europe,2030,Other Renewables,share_of_generation_pct,0.72,79,Explicit,1,2023,Medium,0,0,1,0
HUN,Hungary,Europe,2030,Solar,share_of_generation_pct,24.3,79,Explicit,1,2023,Medium,0,0,1,0
HUN,Hungary,Europe,2030,Wind,share_of_generation_pct,4.47,79,Explicit,1,2023,Medium,0,0,1,0
HUN,Hungary,Europe,2030,Bioenergy,capacity_total_gw,0.3,205,Explicit,2,2024,High,0,0,1,0
HUN,Hungary,Europe,2030,Hydro,capacity_total_gw,0.1,205,Explicit,2,2024,High,0,0,1,0
HUN,Hungary,Europe,2030,Other Renewables,capacity_total_gw,0.1,205,Explicit,2,2024,High,0,0,1,0
HUN,Hungary,Europe,2030,Solar,capacity_total_gw,12,205,Explicit,2,2024,High,0,0,1,0
HUN,Hungary,Europe,2030,Wind,capacity_total_gw,1.1,205,Explicit,2,2024,High,0,0,1,0
HUN,Hungary,Europe,2030,Bioenergy,share_of_generation_pct,4.98,205,Explicit,2,2024,High,0,0,1,0
HUN,Hungary,Europe,2030,Hydro,share_of_generation_pct,0.56,205,Explicit,2,2024,High,0,0,1,0
HUN,Hungary,Europe,2030,Other Renewables,share_of_generation_pct,0,205,Explicit,2,2024,High,0,0,1,0
HUN,Hungary,Europe,2030,Solar,share_of_generation_pct,30.7,205,Explicit,2,2024,High,0,0,1,0
HUN,Hungary,Europe,2030,Wind,share_of_generation_pct,5.65,205,Explicit,2,2024,High,0,0,1,0
IRL,Ireland,Europe,2030,Bioenergy,capacity_total_gw,0.93,117,Explicit,1,2023,Medium,0,0,1,0
IRL,Ireland,Europe,2030,Bioenergy,capacity_total_gw,0.15,133,Explicit,2,2024,Medium,0,0,1,0
IRL,Ireland,Europe,2030,Bioenergy,capacity_total_gw,0.19,190,Explicit,3,2024,High,0,0,1,0
IRL,Ireland,Europe,2030,Hydro,capacity_total_gw,0.7,117,Explicit,1,2023,Medium,0,0,1,0
IRL,Ireland,Europe,2030,Hydro,capacity_total_gw,0.24,133,Explicit,2,2024,Medium,0,0,1,0
IRL,Ireland,Europe,2030,Hydro,capacity_total_gw,0.23,190,Explicit,3,2024,High,0,0,1,0
IRL,Ireland,Europe,2030,Offshore Wind,capacity_total_gw,5,113,Explicit,1,2023,Medium,0,0,1,0
IRL,Ireland,Europe,2030,Offshore Wind,capacity_total_gw,7,133,Explicit,2,2024,Medium,0,0,1,0
IRL,Ireland,Europe,2030,Offshore Wind,capacity_total_gw,4,190,Explicit,3,2024,High,0,0,1,0
IRL,Ireland,Europe,2030,Onshore Wind,capacity_total_gw,9,113,Explicit,1,2023,Medium,0,0,1,0
IRL,Ireland,Europe,2030,Onshore Wind,capacity_total_gw,9,133,Explicit,2,2024,Medium,0,0,1,0
IRL,Ireland,Europe,2030,Onshore Wind,capacity_total_gw,7.16,190,Explicit,3,2024,High,0,0,1,0
IRL,Ireland,Europe,2030,Other Renewables,capacity_total_gw,0.08,133,Explicit,2,2024,Medium,0,0,1,0
IRL,Ireland,Europe,2030,Other Renewables,capacity_total_gw,0.03,190,Explicit,3,2024,High,0,0,1,0
IRL,Ireland,Europe,2030,Solar,capacity_total_gw,8,113,Explicit,1,2023,Medium,0,0,1,0
IRL,Ireland,Europe,2030,Solar,capacity_total_gw,8,133,Explicit,2,2024,Medium,0,0,1,0
IRL,Ireland,Europe,2030,Solar,capacity_total_gw,6.5,190,Explicit,3,2024,High,0,0,1,0
IRL,Ireland,Europe,2030,Bioenergy,share_of_generation_pct,2.79,190,Explicit,3,2024,High,0,0,1,0
IRL,Ireland,Europe,2030,Hydro,share_of_generation_pct,1.3,190,Explicit,3,2024,High,0,0,1,0
IRL,Ireland,Europe,2030,Other Renewables,share_of_generation_pct,0.19,190,Explicit,3,2024,High,0,0,1,0
IRL,Ireland,Europe,2030,Solar,share_of_generation_pct,15.29,190,Explicit,3,2024,High,0,0,1,0
IRL,Ireland,Europe,2030,Wind,share_of_generation_pct,61.21,190,Explicit,3,2024,High,0,0,1,0
ISL,Iceland,Europe,2030,"Hydro, bio and other renewables",capacity_total_gw,2.72,115,Implicit,1,2023,Medium,0,0,1,0
ISR,Israel,Middle East,2030,Solar,capacity_total_gw,17,99,Explicit,1,2023,Medium,0,0,1,0
ISR,Israel,Middle East,2030,Wind,capacity_total_gw,0.7,99,Explicit,1,2023,Medium,0,0,1,0
ISR,Israel,Middle East,2030,Renewables,share_of_generation_pct,30,100,Explicit,1,2023,Medium,0,0,1,0
JOR,Jordan,Middle East,2030,Renewables,capacity_total_gw,3.2,174,Explicit,1,2024,Low,0,0,0,0
KAZ,Kazakhstan,Asia,2030,Bioenergy,share_of_generation_pct,1.21,164,Explicit,1,2024,Medium,0,0,0,0
KAZ,Kazakhstan,Asia,2030,Hydro,share_of_generation_pct,17.58,164,Explicit,1,2024,Medium,0,0,0,0
KAZ,Kazakhstan,Asia,2030,Solar,share_of_generation_pct,9.55,164,Explicit,1,2024,Medium,0,0,0,0
KAZ,Kazakhstan,Asia,2030,Wind,share_of_generation_pct,15.91,164,Explicit,1,2024,Medium,0,0,0,0
KEN,Kenya,Africa,2030,Bioenergy,capacity_total_gw,2,142,Explicit,1,2024,Medium,0,0,0,0
KEN,Kenya,Africa,2030,Hydro,capacity_total_gw,0.67,142,Explicit,1,2024,Medium,0,0,0,0
KEN,Kenya,Africa,2030,Onshore Wind,capacity_total_gw,2,142,Explicit,1,2024,Medium,0,0,0,0
KEN,Kenya,Africa,2030,Other Renewables,capacity_total_gw,1.67,142,Explicit,1,2024,Medium,0,0,0,0
KEN,Kenya,Africa,2030,Solar,capacity_total_gw,2.67,142,Explicit,1,2024,Medium,0,0,0,0
KEN,Kenya,Africa,2030,Bioenergy,share_of_generation_pct,11.11,142,Explicit,1,2024,Medium,0,0,0,0
KEN,Kenya,Africa,2030,Hydro,share_of_generation_pct,24.44,142,Explicit,1,2024,Medium,0,0,0,0
KEN,Kenya,Africa,2030,Onshore Wind,share_of_generation_pct,20,142,Explicit,1,2024,Medium,0,0,0,0
KEN,Kenya,Africa,2030,Other Renewables,share_of_generation_pct,33.33,142,Explicit,1,2024,Medium,0,0,0,0
KEN,Kenya,Africa,2030,Solar,share_of_generation_pct,11.11,142,Explicit,1,2024,Medium,0,0,0,0
KHM,Cambodia,Asia,2030,Bioenergy,capacity_total_gw,0.1,147,Explicit,1,2024,High,0,0,0,1
KHM,Cambodia,Asia,2030,Hydro,capacity_total_gw,1.56,147,Explicit,1,2024,High,0,0,0,1
KHM,Cambodia,Asia,2030,Solar,capacity_total_gw,1,147,Explicit,1,2024,High,0,0,0,1
LAO,Lao,Asia,2030,Bioenergy,capacity_total_gw,0.11,199,Explicit,1,2024,Low,0,0,0,1
LAO,Lao,Asia,2030,Hydro,capacity_total_gw,17.48,199,Explicit,1,2024,Low,0,0,0,1
LAO,Lao,Asia,2030,Solar,capacity_total_gw,1.59,199,Explicit,1,2024,Low,0,0,0,1
LAO,Lao,Asia,2030,Wind,capacity_total_gw,0.6,199,Explicit,1,2024,Low,0,0,0,1
LKA,Sri Lanka,Asia,2030,Bioenergy,capacity_total_gw,0.22,175,Explicit,1,2024,High,0,0,0,0
LKA,Sri Lanka,Asia,2030,Hydro,capacity_total_gw,2.18,175,Explicit,1,2024,High,0,0,0,0
LKA,Sri Lanka,Asia,2030,Solar,capacity_total_gw,4.66,175,Explicit,1,2024,High,0,0,0,0
LKA,Sri Lanka,Asia,2030,Wind,capacity_total_gw,1.72,175,Explicit,1,2024,High,0,0,0,0
LKA,Sri Lanka,Asia,2030,Renewables,share_of_generation_pct,70,175,Explicit,1,2024,High,0,0,0,0
LTU,Lithuania,Europe,2030,Hydro,capacity_total_gw,0.88,78,Implicit,1,2023,Low,0,0,1,0
LTU,Lithuania,Europe,2030,Hydro,capacity_total_gw,0.88,200,Explicit,2,2024,High,0,0,1,0
LTU,Lithuania,Europe,2030,Offshore Wind,capacity_total_gw,1.4,78,Implicit,1,2023,Low,0,0,1,0
LTU,Lithuania,Europe,2030,Offshore Wind,capacity_total_gw,1.4,78,Implicit,2,2023,Low,0,0,1,0
LTU,Lithuania,Europe,2030,Onshore Wind,capacity_total_gw,5.03,78,Implicit,1,2023,Low,0,0,1,0
LTU,Lithuania,Europe,2030,Onshore Wind,capacity_total_gw,5.03,78,Implicit,2,2023,Low,0,0,1,0
LTU,Lithuania,Europe,2030,Other Renewables,capacity_total_gw,0,200,Explicit,2,2024,High,0,0,1,0
LTU,Lithuania,Europe,2030,Solar,capacity_total_gw,5.1,78,Implicit,1,2023,Low,0,0,1,0
LTU,Lithuania,Europe,2030,Solar,capacity_total_gw,5.1,200,Explicit,2,2024,High,0,0,1,0
LUX,Luxembourg,Europe,2030,Bioenergy,capacity_total_gw,0.12,123,Implicit,1,2023,Medium,0,0,1,0
LUX,Luxembourg,Europe,2030,Bioenergy,capacity_total_gw,0.1,191,Explicit,2,2024,High,0,0,1,0
LUX,Luxembourg,Europe,2030,Hydro,capacity_total_gw,0.04,123,Implicit,1,2023,Medium,0,0,1,0
LUX,Luxembourg,Europe,2030,Hydro,capacity_total_gw,0.04,191,Explicit,2,2024,High,0,0,1,0
LUX,Luxembourg,Europe,2030,Other Renewables,capacity_total_gw,0.02,191,Explicit,2,2024,High,0,0,1,0
LUX,Luxembourg,Europe,2030,Solar,capacity_total_gw,0.98,123,Implicit,1,2023,Medium,0,0,1,0
LUX,Luxembourg,Europe,2030,Solar,capacity_total_gw,1.24,191,Explicit,2,2024,High,0,0,1,0
LUX,Luxembourg,Europe,2030,Wind,capacity_total_gw,0.4,123,Implicit,1,2023,Medium,0,0,1,0
LUX,Luxembourg,Europe,2030,Wind,capacity_total_gw,0.45,191,Explicit,2,2024,High,0,0,1,0
LVA,Latvia,Europe,2030,Bioenergy,capacity_total_gw,0.14,189,Explicit,2,2024,High,0,0,1,0
LVA,Latvia,Europe,2030,Hydro,capacity_total_gw,2,91,Explicit,1,2023,Low,0,0,1,0
LVA,Latvia,Europe,2030,Hydro,capacity_total_gw,1.66,189,Explicit,2,2024,High,0,0,1,0
LVA,Latvia,Europe,2030,Solar,capacity_total_gw,1.6,189,Explicit,2,2024,High,0,0,1,0
LVA,Latvia,Europe,2030,Wind,capacity_total_gw,1,91,Explicit,1,2023,Low,0,0,1,0
LVA,Latvia,Europe,2030,Wind,capacity_total_gw,1.31,189,Explicit,2,2024,High,0,0,1,0
LVA,Latvia,Europe,2030,Bioenergy,share_of_generation_pct,9.25,91,Explicit,1,2023,Low,0,0,1,0
LVA,Latvia,Europe,2030,Bioenergy,share_of_generation_pct,6.31,189,Explicit,2,2024,High,0,0,1,0
LVA,Latvia,Europe,2030,Hydro,share_of_generation_pct,38.66,91,Explicit,1,2023,Low,0,0,1,0
LVA,Latvia,Europe,2030,Hydro,share_of_generation_pct,29.98,189,Explicit,2,2024,High,0,0,1,0
LVA,Latvia,Europe,2030,Solar,share_of_generation_pct,0.26,91,Explicit,1,2023,Low,0,0,1,0
LVA,Latvia,Europe,2030,Solar,share_of_generation_pct,18.72,189,Explicit,2,2024,High,0,0,1,0
LVA,Latvia,Europe,2030,Wind,share_of_generation_pct,27.52,91,Explicit,1,2023,Low,0,0,1,0
LVA,Latvia,Europe,2030,Wind,share_of_generation_pct,40.49,189,Explicit,2,2024,High,0,0,1,0
MAR,Morocco,Africa,2030,Hydro,capacity_total_gw,1.58,62,Implicit,1,2023,Low,0,0,0,0
